cdd_event_id,customer_id,event_date,event_type,new_risk_score,previous_risk_level,new_risk_level,summary,edd_id,triggered_by,reviewer
CDD_EB42A15FD5,CUST_AD37BEDA,2024-08-07,periodic_review,0.849,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_C0E8D9DCAB,Automated CDD Schedule,William Taylor
CDD_7E03419E1B,CUST_AD37BEDA,2024-09-08,periodic_review,0.768,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_AE562A2C35,Automated CDD Schedule,Robert Johnson
CDD_EE6B508FCC,CUST_AD37BEDA,2024-10-12,periodic_review,0.786,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_5BBD94163C,Automated CDD Schedule,David Kim
CDD_E054213AD5,CUST_AD37BEDA,2024-11-07,periodic_review,0.807,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_47C0438359,Automated CDD Schedule,James Wilson
CDD_A10B40E543,CUST_AD37BEDA,2024-11-26,periodic_review,0.824,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_83D0A3FF14,Automated CDD Schedule,Robert Johnson
CDD_77D1F14772,CUST_AD37BEDA,2024-12-13,periodic_review,0.773,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_0C69A04302,Automated CDD Schedule,Michael Rodriguez
CDD_A87C6AF43A,CUST_AD37BEDA,2025-01-08,periodic_review,0.793,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_4281956D1A,Automated CDD Schedule,Michael Rodriguez
CDD_9E40FAB6D1,CUST_AD37BEDA,2025-02-12,periodic_review,0.79,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_659DF020F1,Automated CDD Schedule,Sarah Chen
CDD_6783BFD43B,CUST_AD37BEDA,2025-03-02,periodic_review,0.882,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_6CB27B873E,Automated CDD Schedule,Michael Rodriguez
CDD_A7B04C9E60,CUST_AD37BEDA,2025-04-11,periodic_review,0.946,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_CBCF356B07,Automated CDD Schedule,William Taylor
CDD_D4318F91D8,CUST_AD37BEDA,2025-05-11,periodic_review,0.893,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_320630875D,Automated CDD Schedule,Robert Johnson
CDD_48661FE145,CUST_AD37BEDA,2025-06-10,periodic_review,0.844,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_547D349F16,Automated CDD Schedule,Jessica Martinez
CDD_C741BC0D20,CUST_AD37BEDA,2025-07-14,periodic_review,0.814,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_B76C9DD7D5,Automated CDD Schedule,James Wilson
CDD_A2F4C9C291,CUST_AD37BEDA,2025-07-30,periodic_review,0.829,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_4931E01D5E,Automated CDD Schedule,David Kim
CDD_19FC620FF9,CUST_AD37BEDA,2025-08-20,periodic_review,0.812,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_45D89D31C7,Automated CDD Schedule,William Taylor
CDD_A2F34D1AE0,CUST_AD37BEDA,2025-10-04,periodic_review,0.885,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_6C20C85141,Automated CDD Schedule,Maria Garcia
CDD_F6C62E00A7,CUST_BF720A1E,2022-02-08,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Michael Rodriguez
CDD_62B386C66E,CUST_BF720A1E,2022-03-10,periodic_review,0.652,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_D61C3ECC5C,CUST_BF720A1E,2022-04-03,periodic_review,0.627,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_8482C1B06D,CUST_BF720A1E,2022-05-07,risk_level_change,0.774,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_6659DD49EE,Risk Model,James Wilson
CDD_D0ABBF0496,CUST_BF720A1E,2022-06-21,risk_level_change,0.875,high,high,Risk level maintained during periodic CDD review - EDD investigation initiated,EDD_DC6CB32E7B,Risk Model,Sarah Chen
CDD_0ADA6DA1F5,CUST_BF720A1E,2022-07-29,periodic_review,0.775,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_FFE89F8A71,Automated CDD Schedule,David Kim
CDD_9746501F53,CUST_BF720A1E,2022-08-27,periodic_review,0.923,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_0E9A83CCB7,Automated CDD Schedule,Robert Johnson
CDD_E6505B9497,CUST_BF720A1E,2022-09-26,periodic_review,0.854,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_7789D0C882,Automated CDD Schedule,David Kim
CDD_4BE92EAEA0,CUST_BF720A1E,2022-10-27,periodic_review,0.763,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_FE2163DEAF,Automated CDD Schedule,David Kim
CDD_9CB5D61C22,CUST_BF720A1E,2022-11-22,periodic_review,0.859,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_A9EF3A2449,Automated CDD Schedule,Lisa Anderson
CDD_843B5CABB0,CUST_BF720A1E,2022-12-10,periodic_review,0.899,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_23646CE12A,Automated CDD Schedule,Robert Johnson
CDD_07F69A449F,CUST_BF720A1E,2023-01-19,risk_level_change,0.552,high,medium,Risk level increased during periodic CDD review,,Risk Model,William Taylor
CDD_2448D1A205,CUST_BF720A1E,2023-03-02,periodic_review,0.502,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_745B1B7C50,CUST_BF720A1E,2023-03-22,periodic_review,0.538,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_8ACF9E770E,CUST_BF720A1E,2023-05-01,risk_level_change,0.613,medium,medium,Risk level maintained during periodic CDD review,,Risk Model,Jessica Martinez
CDD_3A0C5750E5,CUST_BF720A1E,2023-05-22,periodic_review,0.682,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_3F01E19142,CUST_BF720A1E,2023-06-16,periodic_review,0.686,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_B674A9138C,Automated CDD Schedule,Maria Garcia
CDD_D85A59BDFD,CUST_BF720A1E,2023-07-14,periodic_review,0.512,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_12C03C8E64,CUST_BF720A1E,2023-08-26,periodic_review,0.558,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_240A5E8874,CUST_BF720A1E,2023-09-25,periodic_review,0.551,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_B3B13237F7,CUST_BF720A1E,2023-10-25,periodic_review,0.502,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_532526889A,CUST_BF720A1E,2023-11-24,periodic_review,0.69,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_341A862755,CUST_BF720A1E,2023-12-31,periodic_review,0.612,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_08F67370E3,CUST_BF720A1E,2024-02-07,periodic_review,0.662,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_FEA85DD023,CUST_BF720A1E,2024-02-23,periodic_review,0.607,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_1330023DC5,CUST_BF720A1E,2024-04-07,periodic_review,0.501,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_A4E88CF12C,CUST_BF720A1E,2024-04-26,risk_level_change,0.24,medium,low,Risk level increased during periodic CDD review,,Risk Model,Maria Garcia
CDD_B111D8AC52,CUST_BF720A1E,2024-05-27,risk_level_change,0.61,low,medium,Risk level increased during periodic CDD review,,Risk Model,Emily Thompson
CDD_D6E6EE355F,CUST_BF720A1E,2024-07-07,periodic_review,0.567,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_11259BC84F,Automated CDD Schedule,Maria Garcia
CDD_026CD24028,CUST_BF720A1E,2024-08-05,periodic_review,0.615,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_C6C59E568B,CUST_BF720A1E,2024-09-04,periodic_review,0.532,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_93C5319944,CUST_BF720A1E,2024-10-14,periodic_review,0.531,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_D2A2CB6DF7,CUST_BF720A1E,2024-11-18,periodic_review,0.656,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_0651F951CA,CUST_BF720A1E,2024-12-27,periodic_review,0.531,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_DF8B51FC7A,CUST_BF720A1E,2025-02-07,periodic_review,0.679,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_DE05CE8D24,CUST_BF720A1E,2025-03-18,periodic_review,0.645,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_9D083853C5,CUST_BF720A1E,2025-04-12,periodic_review,0.643,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_78561C39E0,CUST_BF720A1E,2025-05-07,periodic_review,0.68,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_B9C6B0F882,CUST_BF720A1E,2025-05-31,risk_level_change,0.812,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_254802CE0F,Risk Model,James Wilson
CDD_B31B42F5E2,CUST_BF720A1E,2025-07-03,periodic_review,0.806,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_9F23F63CBD,Automated CDD Schedule,Sarah Chen
CDD_4A014CF72A,CUST_BF720A1E,2025-08-14,periodic_review,0.751,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_0300D28814,Automated CDD Schedule,Maria Garcia
CDD_DFCAF9075E,CUST_BF720A1E,2025-09-27,periodic_review,0.884,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_C652E0F102,Automated CDD Schedule,Lisa Anderson
CDD_D40D5A58F2,CUST_81EDCE30,2022-07-30,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Maria Garcia
CDD_442003C881,CUST_81EDCE30,2023-01-26,periodic_review,0.23,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_830F57C47C,CUST_81EDCE30,2023-08-02,periodic_review,0.205,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_2CE9657908,CUST_81EDCE30,2024-02-03,periodic_review,0.225,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_71FF6DBBC2,CUST_81EDCE30,2024-08-04,periodic_review,0.306,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_113A48B029,CUST_81EDCE30,2025-02-02,periodic_review,0.239,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_D1A3A58817,CUST_81EDCE30,2025-07-27,periodic_review,0.349,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_E3C918FF45,CUST_9DDE7C1F,2023-09-16,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Michael Rodriguez
CDD_E2554DF30C,CUST_9DDE7C1F,2024-03-14,periodic_review,0.363,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_9936164DBB,CUST_9DDE7C1F,2024-09-11,periodic_review,0.293,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_A6F3A79DB8,CUST_9DDE7C1F,2025-03-09,periodic_review,0.297,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_F028B982E6,CUST_9DDE7C1F,2025-09-06,periodic_review,0.316,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_359509AD23,CUST_D6EAFED3,2022-04-24,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,David Kim
CDD_81868261E3,CUST_D6EAFED3,2022-10-21,periodic_review,0.232,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_9B0BAB0317,CUST_D6EAFED3,2023-04-06,periodic_review,0.217,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_A0016E88F8,CUST_D6EAFED3,2023-10-01,periodic_review,0.399,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_5206219AD2,CUST_D6EAFED3,2024-03-18,periodic_review,0.212,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_1D87065DD9,CUST_D6EAFED3,2024-09-29,periodic_review,0.307,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_A115275E86,CUST_D6EAFED3,2025-04-11,periodic_review,0.33,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_2EF0DF37E7,CUST_D6EAFED3,2025-10-05,periodic_review,0.261,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_58F7E8B199,CUST_E9D5CC0D,2022-02-10,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Emily Thompson
CDD_76916F527D,CUST_E9D5CC0D,2022-08-09,periodic_review,0.369,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_29FA36DF13,CUST_E9D5CC0D,2023-01-26,periodic_review,0.265,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_C34F16E205,CUST_E9D5CC0D,2023-07-22,periodic_review,0.259,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_7DC088F4F4,CUST_E9D5CC0D,2024-01-21,periodic_review,0.302,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_224E2DD561,CUST_E9D5CC0D,2024-07-15,periodic_review,0.285,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_64193381DA,CUST_E9D5CC0D,2025-01-18,risk_level_change,0.642,low,medium,Risk level increased during periodic CDD review,,Risk Model,James Wilson
CDD_7FC7D63F1B,CUST_E9D5CC0D,2025-07-31,periodic_review,0.675,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_3CD2EC4D72,CUST_1DB955E5,2022-04-06,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Lisa Anderson
CDD_8F5852DA3F,CUST_1DB955E5,2023-04-06,periodic_review,0.224,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_96DD18060C,CUST_1DB955E5,2024-04-15,periodic_review,0.393,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_B6124044E8,CUST_1DB955E5,2025-04-06,periodic_review,0.347,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_C29AFD3F10,CUST_055B9573,2022-06-13,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Michael Rodriguez
CDD_F2634EF8F4,CUST_055B9573,2022-09-11,periodic_review,0.622,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_0B89FBFE09,CUST_055B9573,2022-12-23,periodic_review,0.573,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_BE0D8FE5DA,CUST_055B9573,2023-03-18,periodic_review,0.649,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_8F5FAA6292,CUST_055B9573,2023-06-04,periodic_review,0.522,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_74EBF18127,Automated CDD Schedule,Sarah Chen
CDD_E68DE2679C,CUST_055B9573,2023-08-29,periodic_review,0.509,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_2A4582950A,CUST_055B9573,2023-12-12,periodic_review,0.547,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_3EC8BE1A68,Automated CDD Schedule,Maria Garcia
CDD_2A8BDF8F96,CUST_055B9573,2024-03-05,periodic_review,0.623,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_8613EF2766,CUST_055B9573,2024-06-16,periodic_review,0.579,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_AD9CB0C659,CUST_055B9573,2024-08-30,periodic_review,0.584,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_92063FC4A3,CUST_055B9573,2024-11-18,periodic_review,0.54,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_FF9C15CBF2,CUST_055B9573,2025-02-27,periodic_review,0.646,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_210F41D163,CUST_055B9573,2025-05-16,periodic_review,0.643,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_B8200FE419,CUST_055B9573,2025-08-05,periodic_review,0.535,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_2F3E9626BA,CUST_055B9573,2025-11-05,periodic_review,0.559,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_4EC374A0B2,CUST_FC101D7D,2022-02-17,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Jessica Martinez
CDD_984006D5ED,CUST_FC101D7D,2022-05-18,periodic_review,0.544,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_315471D806,CUST_FC101D7D,2022-08-23,risk_level_change,0.228,medium,low,Risk level increased during periodic CDD review,,Risk Model,Lisa Anderson
CDD_DDD5F072B3,CUST_FC101D7D,2022-12-02,periodic_review,0.342,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_D8678BE752,CUST_FC101D7D,2023-03-12,periodic_review,0.367,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_941FDFE8EF,CUST_FC101D7D,2023-06-22,periodic_review,0.307,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_C15DD09B24,CUST_FC101D7D,2023-09-18,periodic_review,0.2,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_F24103E58B,CUST_FC101D7D,2023-12-14,risk_level_change,0.679,low,medium,Risk level increased during periodic CDD review,,Risk Model,Maria Garcia
CDD_5C6DB7FE5F,CUST_FC101D7D,2024-03-28,periodic_review,0.601,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_E9E4051801,CUST_FC101D7D,2024-06-20,periodic_review,0.575,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_16F44CFB44,CUST_FC101D7D,2024-09-18,risk_level_change,0.351,medium,low,Risk level increased during periodic CDD review,,Risk Model,Michael Rodriguez
CDD_EEAEB9B115,CUST_FC101D7D,2024-12-13,periodic_review,0.399,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_3181544004,CUST_FC101D7D,2025-03-20,periodic_review,0.4,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_EAECBCD9BE,CUST_FC101D7D,2025-06-21,periodic_review,0.265,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_61E8B7982B,CUST_FC101D7D,2025-09-07,periodic_review,0.312,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_B4E0CA4A29,CUST_68CB89F2,2022-09-12,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,James Wilson
CDD_0B9D9AAC21,CUST_68CB89F2,2023-03-11,periodic_review,0.222,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_6E22865D50,CUST_68CB89F2,2023-09-03,periodic_review,0.254,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_9927455667,CUST_68CB89F2,2024-03-16,periodic_review,0.294,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_DADD8B6BE2,CUST_68CB89F2,2024-09-19,periodic_review,0.304,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_E7BDF414B4,CUST_68CB89F2,2025-03-21,periodic_review,0.232,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_B953372571,CUST_68CB89F2,2025-09-11,periodic_review,0.392,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_F79B462F0F,CUST_A8B400AA,2022-12-05,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,David Kim
CDD_7AFA251F07,CUST_A8B400AA,2023-06-03,periodic_review,0.322,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_65804E2450,CUST_A8B400AA,2023-11-22,periodic_review,0.214,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_A22ADE8CD2,CUST_A8B400AA,2024-05-08,periodic_review,0.285,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_34BFF4A999,CUST_A8B400AA,2024-11-01,periodic_review,0.252,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_B4DE86407C,CUST_A8B400AA,2025-04-19,periodic_review,0.267,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_20EC800DCC,CUST_A8B400AA,2025-10-31,periodic_review,0.376,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_AEE5E5552F,CUST_958C55ED,2023-07-25,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,James Wilson
CDD_A66BE5E849,CUST_958C55ED,2024-07-24,periodic_review,0.259,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_8A92202E2B,CUST_958C55ED,2025-08-05,periodic_review,0.334,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_9A8E32EB85,CUST_52320B3E,2023-04-30,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_5FF4090658,CUST_52320B3E,2024-04-29,periodic_review,0.242,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_1021DF6C79,CUST_52320B3E,2025-04-20,periodic_review,0.287,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_6AF7B09401,CUST_4CF8C15B,2023-02-24,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,David Kim
CDD_63F5912B6F,CUST_4CF8C15B,2023-03-26,risk_level_change,0.332,medium,low,Risk level increased during periodic CDD review,,Risk Model,Robert Johnson
CDD_EE7ADAC9E0,CUST_4CF8C15B,2023-05-05,periodic_review,0.299,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_046A466822,CUST_4CF8C15B,2023-05-27,periodic_review,0.217,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_D028CBCE92,CUST_4CF8C15B,2023-06-29,periodic_review,0.292,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_C8D9C1E836,CUST_4CF8C15B,2023-07-23,periodic_review,0.345,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_776B860E26,CUST_4CF8C15B,2023-09-05,periodic_review,0.244,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_49949AC4A8,CUST_4CF8C15B,2023-09-21,periodic_review,0.275,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_731EC28191,CUST_4CF8C15B,2023-10-14,periodic_review,0.306,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_7CB2DE9D21,CUST_4CF8C15B,2023-11-09,periodic_review,0.255,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_D0E1AB325F,CUST_4CF8C15B,2023-12-05,periodic_review,0.262,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_05329B20B2,CUST_4CF8C15B,2024-01-03,periodic_review,0.282,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_97F6415043,CUST_4CF8C15B,2024-02-16,periodic_review,0.395,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_D62BF38207,CUST_4CF8C15B,2024-03-06,risk_level_change,0.534,low,medium,Risk level increased during periodic CDD review,,Risk Model,Michael Rodriguez
CDD_7EE8368CAA,CUST_4CF8C15B,2024-04-07,periodic_review,0.545,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_0E9DE1723A,CUST_4CF8C15B,2024-05-21,periodic_review,0.574,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_DF9B14DE18,CUST_4CF8C15B,2024-06-12,periodic_review,0.67,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_F4302789EE,CUST_4CF8C15B,2024-07-26,periodic_review,0.677,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_D23BC3F50D,CUST_4CF8C15B,2024-08-15,risk_level_change,0.659,medium,medium,Risk level maintained during periodic CDD review,,Risk Model,Emily Thompson
CDD_2FB3010DA8,CUST_4CF8C15B,2024-09-14,risk_level_change,0.859,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_EF4E4213C7,Risk Model,Jessica Martinez
