kyc_event_id,customer_id,kyc_check_date,document_type,document_verified,reviewer,result,expiry_date,notes
KYC_13CF08CFF3,CUST_52320B3E,2024-08-12,Proof of Address,True,Michael Rodriguez,pending,2027-08-31,
KYC_CA0F030CBB,CUST_4CF8C15B,2023-02-24,Driver License,True,David Kim,approved,2025-12-31,
KYC_9E864F91F7,CUST_4CF8C15B,2023-02-24,Bank Statement,True,James Wilson,approved,2026-01-07,
KYC_0CE9AEEBF0,CUST_4CF8C15B,2023-11-25,Proof of Address,True,Sarah Chen,approved,2025-03-29,
KYC_BBDFBFEC68,CUST_4CF8C15B,2025-04-26,Passport,True,Lisa Anderson,approved,2027-01-04,
KYC_5EC779AC97,CUST_26E13476,2022-05-18,Bank Statement,True,Lisa Anderson,approved,2026-12-03,
KYC_652F0394B9,CUST_26E13476,2022-05-18,Utility Bill,False,Emily Thompson,approved,2025-02-14,
KYC_5321BD5F6A,CUST_26E13476,2022-12-19,Bank Statement,True,Michael Rodriguez,approved,2025-12-20,
KYC_CB9481F46C,CUST_26E13476,2024-05-30,Passport,True,William Taylor,approved,2026-04-10,
KYC_2A69E5543F,CUST_26E13476,2025-01-24,Bank Statement,False,Emily Thompson,approved,2026-04-24,
KYC_540A608440,CUST_26E13476,2025-08-13,Proof of Address,True,Robert Johnson,approved,2029-11-16,
KYC_B038698775,CUST_C23EF5F7,2022-11-26,Driver License,True,Maria Garcia,approved,2025-02-15,
KYC_FA36A36674,CUST_C23EF5F7,2022-11-26,Utility Bill,True,Jessica Martinez,approved,2027-03-08,
KYC_ED8DAC88FA,CUST_C23EF5F7,2022-11-26,Bank Statement,True,Jessica Martinez,approved,2024-06-19,
KYC_335D3EE7C1,CUST_C23EF5F7,2023-10-17,Passport,True,Sarah Chen,approved,2024-11-15,
KYC_681C60756E,CUST_C23EF5F7,2025-02-12,Driver License,True,Lisa Anderson,approved,2029-12-21,
KYC_EE9B901345,CUST_1057A05F,2023-07-21,Driver License,True,Sarah Chen,approved,2026-05-01,
KYC_1B5AF5854E,CUST_1057A05F,2023-07-21,Passport,True,Michael Rodriguez,approved,2025-10-31,
KYC_FB258F74E3,CUST_1057A05F,2023-07-21,Utility Bill,True,Lisa Anderson,approved,2025-07-06,
KYC_99D4BB1875,CUST_1057A05F,2025-01-10,Passport,True,Michael Rodriguez,approved,2029-06-13,
KYC_D350267F88,CUST_35E3B344,2023-11-15,Bank Statement,True,Maria Garcia,approved,2025-12-15,
KYC_FB504B3B5D,CUST_35E3B344,2023-11-15,Utility Bill,True,Robert Johnson,pending,2026-01-20,
KYC_684DDC6184,CUST_35E3B344,2023-11-15,Driver License,True,Sarah Chen,approved,2028-06-04,
KYC_0954588FD1,CUST_35E3B344,2025-01-28,Passport,True,Michael Rodriguez,pending,2029-07-14,
KYC_AB0F31D7A3,CUST_0FC29402,2023-12-01,Bank Statement,True,Michael Rodriguez,approved,2025-10-07,
KYC_59F52EAAA4,CUST_0FC29402,2023-12-01,Driver License,True,Jessica Martinez,approved,2025-12-17,
KYC_36816E1787,CUST_0FC29402,2023-12-01,Utility Bill,True,Jessica Martinez,approved,2028-06-01,
KYC_45C313E8A8,CUST_0FC29402,2023-12-01,Passport,True,Robert Johnson,approved,2028-08-26,
KYC_F27CE1C5F0,CUST_0FC29402,2025-04-25,Driver License,True,Robert Johnson,approved,2028-05-17,
KYC_103B414712,CUST_F55B13C3,2023-01-26,Passport,True,Maria Garcia,approved,2027-10-12,
KYC_F72091683E,CUST_F55B13C3,2023-01-26,Driver License,True,Emily Thompson,approved,2025-06-28,
KYC_D62D1A9A69,CUST_F55B13C3,2023-01-26,Bank Statement,True,Sarah Chen,approved,2026-10-14,
KYC_9DC2721CC2,CUST_F55B13C3,2023-12-29,Bank Statement,True,Robert Johnson,rejected,2026-02-26,
KYC_A50387FFA6,CUST_F55B13C3,2025-04-14,Proof of Address,True,Lisa Anderson,rejected,2028-02-01,
KYC_5958BB8AE9,CUST_F55B13C3,2025-10-31,Bank Statement,True,David Kim,approved,2029-09-23,
KYC_4AD5679A21,CUST_38F05F0C,2022-07-18,Passport,True,Sarah Chen,approved,2026-09-28,
KYC_E7A57EA2D6,CUST_38F05F0C,2022-07-18,Utility Bill,True,David Kim,approved,2026-06-19,
KYC_BF294CB741,CUST_38F05F0C,2023-12-24,Bank Statement,True,James Wilson,approved,2027-03-31,
KYC_38591A2288,CUST_38F05F0C,2024-08-11,Driver License,True,Sarah Chen,approved,2028-04-28,
KYC_A7DA4EBDBE,CUST_38F05F0C,2025-09-25,Driver License,False,Lisa Anderson,approved,2027-08-14,
KYC_EAD75048B2,CUST_F7DE6478,2022-02-10,Driver License,True,David Kim,approved,2025-03-18,
KYC_5ED3EC970E,CUST_F7DE6478,2022-02-10,Bank Statement,True,James Wilson,approved,2023-12-19,
KYC_EFFE45E772,CUST_F7DE6478,2022-02-10,Utility Bill,True,Emily Thompson,rejected,2026-01-25,
KYC_BA9B68B78D,CUST_F7DE6478,2022-02-10,Passport,True,Maria Garcia,approved,2025-11-20,
KYC_EDB152BBA8,CUST_F7DE6478,2022-10-14,Bank Statement,True,James Wilson,approved,2026-04-28,
KYC_068F837CDA,CUST_F7DE6478,2024-01-07,Driver License,True,Michael Rodriguez,approved,2027-04-07,
KYC_C0C1F7D421,CUST_F7DE6478,2025-06-16,Proof of Address,True,Jessica Martinez,approved,2027-12-25,
KYC_B4E6EAF01D,CUST_BADE6E22,2023-06-02,Driver License,True,Emily Thompson,approved,2026-05-06,
KYC_FE01AA7E5C,CUST_BADE6E22,2023-06-02,Passport,True,Emily Thompson,approved,2026-01-29,
KYC_F23D4BA746,CUST_BADE6E22,2023-06-02,Utility Bill,True,Maria Garcia,approved,2025-02-07,
KYC_BC6E25E24F,CUST_BADE6E22,2024-06-25,Bank Statement,True,David Kim,approved,2026-05-16,
KYC_57B84D28B4,CUST_BADE6E22,2025-08-02,Driver License,True,Jessica Martinez,approved,2028-03-26,
KYC_66552ADCA5,CUST_33A3DAF3,2023-09-21,Passport,True,Robert Johnson,approved,2026-12-02,
KYC_46B5684046,CUST_33A3DAF3,2023-09-21,Utility Bill,True,Lisa Anderson,approved,2026-05-30,
KYC_0C997A046F,CUST_33A3DAF3,2025-01-18,Driver License,True,Michael Rodriguez,approved,2029-11-06,
KYC_1D70A00051,CUST_3CEF6982,2023-10-30,Passport,True,Sarah Chen,approved,2027-12-11,
KYC_5489814E1A,CUST_3CEF6982,2023-10-30,Utility Bill,True,Lisa Anderson,approved,2027-12-01,
KYC_DC35EA9D21,CUST_3CEF6982,2023-10-30,Driver License,True,Sarah Chen,approved,2027-07-11,
KYC_ED814423F2,CUST_3CEF6982,2025-03-01,Bank Statement,True,Emily Thompson,approved,2026-11-12,
KYC_07E0FF7ACA,CUST_3F0A1050,2023-03-22,Driver License,True,Michael Rodriguez,approved,2026-03-29,
KYC_3241C13EEB,CUST_3F0A1050,2023-03-22,Utility Bill,True,Maria Garcia,approved,2027-07-10,
KYC_AD5C658AEB,CUST_3F0A1050,2023-03-22,Bank Statement,True,Maria Garcia,approved,2025-06-18,
KYC_7A11AFCB04,CUST_3F0A1050,2024-06-14,Driver License,False,Robert Johnson,expired,2027-08-17,
KYC_A55D7C8125,CUST_3F0A1050,2025-05-01,Driver License,True,Robert Johnson,approved,2026-06-08,
KYC_A5F164612B,CUST_705C73EC,2023-03-20,Bank Statement,True,Emily Thompson,approved,2025-09-11,
KYC_36E31D1E6D,CUST_705C73EC,2023-03-20,Passport,False,James Wilson,approved,2027-12-29,
KYC_E01A18B81F,CUST_705C73EC,2023-03-20,Utility Bill,True,William Taylor,approved,2027-04-28,
KYC_07501F3FAE,CUST_705C73EC,2024-01-15,Passport,True,Lisa Anderson,approved,2028-09-30,
KYC_95FE9EC6C2,CUST_705C73EC,2024-07-13,Bank Statement,True,Robert Johnson,approved,2027-12-02,
KYC_7DAD235A15,CUST_705C73EC,2025-03-02,Proof of Address,True,David Kim,approved,2027-01-04,
KYC_671F33E2AD,CUST_78394303,2023-03-25,Passport,True,Jessica Martinez,approved,2025-03-16,
KYC_129CBDA69E,CUST_78394303,2023-03-25,Driver License,True,Jessica Martinez,approved,2027-03-14,
KYC_ED36026A85,CUST_78394303,2023-03-25,Utility Bill,True,James Wilson,approved,2027-10-10,
KYC_86BC266DFB,CUST_78394303,2023-03-25,Bank Statement,True,Maria Garcia,approved,2025-05-15,
KYC_5EC461C486,CUST_78394303,2024-02-27,Bank Statement,True,William Taylor,expired,2025-09-10,
KYC_79803E6892,CUST_78394303,2024-12-06,Driver License,True,William Taylor,approved,2026-04-07,
KYC_7989590217,CUST_3FF92206,2022-02-12,Utility Bill,True,Jessica Martinez,approved,2024-06-28,
KYC_02812B9212,CUST_3FF92206,2022-02-12,Driver License,True,Jessica Martinez,approved,2025-10-01,
KYC_FDF561E63C,CUST_3FF92206,2022-02-12,Bank Statement,True,Jessica Martinez,pending,2025-04-04,
KYC_71F787887C,CUST_3FF92206,2023-04-27,Proof of Address,True,Michael Rodriguez,approved,2024-12-20,
KYC_7157C04C3E,CUST_3FF92206,2024-06-04,Proof of Address,True,Michael Rodriguez,approved,2028-07-20,
KYC_F6A84AC3A9,CUST_3FF92206,2025-06-22,Passport,True,William Taylor,expired,2027-03-28,
KYC_222471D243,CUST_6C7FE691,2022-09-16,Passport,True,James Wilson,approved,2024-01-31,
KYC_93856950B5,CUST_6C7FE691,2022-09-16,Utility Bill,True,David Kim,approved,2026-07-25,
KYC_D1BF62B42C,CUST_6C7FE691,2023-03-28,Driver License,True,Michael Rodriguez,approved,2025-10-10,
KYC_900E0E818A,CUST_6C7FE691,2024-03-23,Driver License,True,Robert Johnson,rejected,2026-03-07,
KYC_3D39CF1ADC,CUST_6C7FE691,2025-09-02,Passport,True,Maria Garcia,approved,2029-09-04,
KYC_5C6B4C0F8C,CUST_A9A4E4AA,2022-12-05,Utility Bill,True,Emily Thompson,approved,2026-12-13,
KYC_1B59194E1F,CUST_A9A4E4AA,2022-12-05,Driver License,True,Maria Garcia,approved,2027-07-28,
KYC_E91CC66862,CUST_A9A4E4AA,2022-12-05,Passport,True,James Wilson,approved,2026-04-13,
KYC_5EF8FA9CE5,CUST_A9A4E4AA,2023-09-14,Proof of Address,True,Sarah Chen,approved,2027-10-03,
KYC_3AD76F761B,CUST_A9A4E4AA,2024-10-27,Passport,True,Lisa Anderson,approved,2026-03-18,
KYC_F429B416CC,CUST_A9A4E4AA,2025-10-09,Bank Statement,True,Jessica Martinez,approved,2029-02-27,
KYC_204E5D0E72,CUST_3262F885,2022-01-05,Bank Statement,True,Emily Thompson,approved,2026-01-16,
KYC_8DD3FFBAB2,CUST_3262F885,2022-01-05,Driver License,True,Maria Garcia,approved,2025-11-29,
KYC_85FEE05CF8,CUST_3262F885,2022-01-05,Passport,True,William Taylor,approved,2023-10-17,
KYC_272421C46A,CUST_3262F885,2022-01-05,Utility Bill,True,Jessica Martinez,rejected,2024-05-18,
KYC_2A780F4143,CUST_3262F885,2022-12-09,Passport,True,Robert Johnson,approved,2026-06-06,
KYC_661E986481,CUST_3262F885,2023-10-02,Bank Statement,True,David Kim,rejected,2027-04-12,
KYC_3DB619562E,CUST_3262F885,2024-11-01,Proof of Address,True,Lisa Anderson,approved,2027-01-04,
KYC_0E113C5864,CUST_3262F885,2025-09-16,Driver License,False,Lisa Anderson,approved,2028-05-25,
KYC_CDABC244FC,CUST_8167BADB,2022-03-25,Driver License,True,Robert Johnson,approved,2026-07-01,
KYC_50084BE0EA,CUST_8167BADB,2022-03-25,Bank Statement,True,James Wilson,rejected,2026-12-17,
KYC_50C9469586,CUST_8167BADB,2023-04-10,Driver License,True,Maria Garcia,approved,2025-10-26,
KYC_7F830BA9D6,CUST_8167BADB,2023-10-31,Passport,True,Michael Rodriguez,pending,2028-04-20,
KYC_AC8BF6A872,CUST_8167BADB,2024-10-07,Driver License,True,William Taylor,approved,2028-11-23,
KYC_DA2172BBD0,CUST_8167BADB,2025-04-07,Proof of Address,True,Maria Garcia,approved,2027-07-21,
KYC_D5362400A7,CUST_9C6C7A0A,2023-07-07,Driver License,True,James Wilson,approved,2024-11-17,
KYC_E6110E645C,CUST_9C6C7A0A,2023-07-07,Bank Statement,True,Maria Garcia,approved,2025-06-20,
KYC_CAEBDB798C,CUST_9C6C7A0A,2023-07-07,Utility Bill,True,Robert Johnson,approved,2024-12-13,
KYC_9C4E5340F1,CUST_9C6C7A0A,2024-10-27,Passport,True,Maria Garcia,approved,2029-09-09,
KYC_87541A63C0,CUST_FB41A075,2023-12-02,Bank Statement,True,William Taylor,approved,2028-07-25,
KYC_DA03FFB391,CUST_FB41A075,2023-12-02,Passport,True,Lisa Anderson,approved,2025-05-21,
KYC_CD789B2633,CUST_FB41A075,2024-08-05,Passport,True,Sarah Chen,approved,2027-11-21,
KYC_C0D14662FA,CUST_FB41A075,2025-02-25,Proof of Address,True,Michael Rodriguez,approved,2027-05-29,
KYC_653DD486B0,CUST_7585C32A,2022-07-31,Driver License,True,William Taylor,approved,2025-10-21,
KYC_59B49F5EC8,CUST_7585C32A,2022-07-31,Bank Statement,True,William Taylor,approved,2025-09-20,
KYC_8979D25194,CUST_7585C32A,2022-07-31,Utility Bill,True,James Wilson,approved,2025-05-18,
KYC_870765A07A,CUST_7585C32A,2022-07-31,Passport,True,William Taylor,approved,2026-01-12,
KYC_CB1014F3C9,CUST_7585C32A,2023-04-16,Proof of Address,True,Sarah Chen,approved,2027-05-15,
KYC_2342ED4ED6,CUST_7585C32A,2024-05-19,Driver License,True,Robert Johnson,approved,2027-11-28,
KYC_826C79A6CB,CUST_7585C32A,2025-05-02,Passport,True,James Wilson,approved,2027-02-25,
KYC_046133F3A7,CUST_502A26A0,2022-03-21,Utility Bill,False,James Wilson,approved,2023-11-23,
KYC_4AD2064386,CUST_502A26A0,2022-03-21,Passport,True,Sarah Chen,approved,2025-12-11,
KYC_B94C3DE5F5,CUST_502A26A0,2022-03-21,Bank Statement,True,Robert Johnson,pending,2025-06-21,
KYC_7F26F616EF,CUST_502A26A0,2022-03-21,Driver License,True,James Wilson,approved,2026-03-23,
KYC_F1E5D9F4D9,CUST_502A26A0,2023-04-30,Proof of Address,True,Emily Thompson,approved,2027-05-02,
KYC_2CF99BA429,CUST_502A26A0,2023-12-31,Proof of Address,True,David Kim,approved,2027-11-10,
KYC_D8A0851FED,CUST_502A26A0,2025-04-07,Driver License,True,Lisa Anderson,approved,2026-06-25,
KYC_716C8BE3E4,CUST_A4DCF152,2023-01-06,Bank Statement,True,Emily Thompson,approved,2026-08-23,
KYC_B5AB714849,CUST_A4DCF152,2023-01-06,Driver License,True,Sarah Chen,rejected,2026-08-28,
KYC_A718EE32A9,CUST_A4DCF152,2024-04-15,Passport,True,William Taylor,approved,2028-10-29,
KYC_3735623E61,CUST_A4DCF152,2025-04-12,Driver License,True,William Taylor,approved,2029-08-25,
KYC_EE77EAA55B,CUST_9167A01E,2022-06-14,Driver License,True,Jessica Martinez,approved,2023-10-20,
KYC_9A61A79FBB,CUST_9167A01E,2022-06-14,Utility Bill,True,Jessica Martinez,approved,2025-05-11,
KYC_E3A28C3896,CUST_9167A01E,2022-06-14,Bank Statement,True,Michael Rodriguez,approved,2026-03-24,
KYC_D81167C902,CUST_9167A01E,2022-06-14,Passport,True,William Taylor,approved,2026-08-09,
KYC_B8CB6CC95F,CUST_9167A01E,2023-07-13,Proof of Address,True,James Wilson,approved,2026-10-16,
KYC_7736803A7F,CUST_9167A01E,2024-06-10,Proof of Address,True,Emily Thompson,approved,2026-01-01,
KYC_B7755F84DE,CUST_9167A01E,2025-08-12,Proof of Address,True,James Wilson,approved,2028-06-08,
KYC_EE9E84B572,CUST_3F8CC2D0,2023-05-09,Driver License,False,Robert Johnson,approved,2027-01-15,
KYC_7F7716F328,CUST_3F8CC2D0,2023-05-09,Utility Bill,True,James Wilson,approved,2026-01-25,
KYC_4FE4DBF8C9,CUST_3F8CC2D0,2023-05-09,Passport,True,Maria Garcia,approved,2026-12-06,
KYC_6D3F8DC364,CUST_3F8CC2D0,2023-05-09,Bank Statement,True,Lisa Anderson,approved,2028-01-10,
KYC_393D20E720,CUST_3F8CC2D0,2023-11-14,Driver License,True,Michael Rodriguez,approved,2025-03-03,
KYC_C333A1780E,CUST_3F8CC2D0,2024-08-17,Proof of Address,True,Emily Thompson,pending,2025-10-18,
KYC_A37C8E8803,CUST_3F8CC2D0,2025-07-25,Driver License,False,Maria Garcia,approved,2030-05-12,
KYC_C4431F8126,CUST_BEB58344,2022-07-27,Utility Bill,True,Robert Johnson,approved,2024-01-19,
KYC_7BA3114E37,CUST_BEB58344,2022-07-27,Driver License,True,James Wilson,approved,2024-10-24,
KYC_8156B9A722,CUST_BEB58344,2023-07-24,Driver License,True,Lisa Anderson,approved,2026-12-18,
KYC_9D35E3926A,CUST_BEB58344,2024-11-14,Bank Statement,True,Lisa Anderson,approved,2026-11-11,
KYC_B839E5A849,CUST_BEB58344,2025-07-15,Driver License,True,Maria Garcia,rejected,2027-10-20,
KYC_5391EEB826,CUST_711C3899,2023-11-26,Utility Bill,True,Jessica Martinez,approved,2025-08-27,
KYC_8A6B0BC8EC,CUST_711C3899,2023-11-26,Passport,True,Sarah Chen,approved,2026-05-29,
KYC_F657E46D38,CUST_711C3899,2024-09-22,Driver License,True,Emily Thompson,rejected,2025-12-16,
KYC_87BF836843,CUST_711C3899,2025-07-02,Driver License,True,Emily Thompson,approved,2026-08-31,
KYC_F8B4481ED9,CUST_F862217B,2022-08-27,Utility Bill,True,Jessica Martinez,approved,2025-10-05,
KYC_CA4C1AC047,CUST_F862217B,2022-08-27,Driver License,True,David Kim,rejected,2026-12-07,
KYC_7FA3B46BBC,CUST_F862217B,2022-08-27,Passport,True,James Wilson,approved,2024-11-28,
KYC_A0ABB97EB6,CUST_F862217B,2023-08-10,Passport,True,William Taylor,approved,2024-11-18,
KYC_DA42A119CC,CUST_F862217B,2024-07-04,Driver License,True,Lisa Anderson,approved,2026-02-24,
KYC_3FA9590A27,CUST_CE765BC0,2023-10-30,Passport,True,James Wilson,approved,2027-10-26,
KYC_95A9FC8081,CUST_CE765BC0,2023-10-30,Utility Bill,True,Michael Rodriguez,approved,2027-04-23,
KYC_B9F46BA5C5,CUST_CE765BC0,2025-04-11,Bank Statement,True,Sarah Chen,approved,2027-02-22,
KYC_F078420AE4,CUST_6D54C0AF,2023-12-24,Driver License,True,Sarah Chen,approved,2028-10-17,
KYC_4A8B97D38A,CUST_6D54C0AF,2023-12-24,Passport,True,Emily Thompson,approved,2027-08-17,
KYC_89D82322C4,CUST_6D54C0AF,2023-12-24,Bank Statement,True,William Taylor,approved,2027-01-25,
KYC_B598541E96,CUST_6D54C0AF,2023-12-24,Utility Bill,True,Michael Rodriguez,approved,2025-10-07,
KYC_6EB1970D5B,CUST_6D54C0AF,2024-10-31,Proof of Address,True,Robert Johnson,approved,2028-06-05,
KYC_B878A9407B,CUST_6D54C0AF,2025-08-27,Bank Statement,True,Michael Rodriguez,approved,2027-10-03,
KYC_949F13357A,CUST_5781F288,2022-04-04,Utility Bill,True,Michael Rodriguez,approved,2024-11-02,
KYC_51553F9D2B,CUST_5781F288,2022-04-04,Passport,True,Maria Garcia,approved,2025-04-10,
KYC_6D0490940B,CUST_5781F288,2022-04-04,Driver License,True,Jessica Martinez,approved,2023-09-16,
KYC_185B525D9D,CUST_5781F288,2022-04-04,Bank Statement,True,Michael Rodriguez,approved,2026-01-07,
KYC_8F5D243E56,CUST_5781F288,2022-12-22,Driver License,True,David Kim,approved,2027-01-16,
KYC_2316B68D33,CUST_5781F288,2024-01-10,Passport,True,Maria Garcia,approved,2026-10-05,
KYC_A67AA81591,CUST_5781F288,2024-08-24,Proof of Address,True,David Kim,approved,2028-07-19,
KYC_4600DC6F00,CUST_5781F288,2025-08-31,Passport,True,David Kim,expired,2028-06-26,
KYC_8A6F2ADB52,CUST_0054135E,2023-10-18,Passport,True,Michael Rodriguez,approved,2025-02-25,
KYC_FF81D96085,CUST_0054135E,2023-10-18,Driver License,True,Jessica Martinez,approved,2026-07-04,
KYC_E9E59280C3,CUST_0054135E,2024-05-04,Driver License,True,Sarah Chen,approved,2026-07-29,
KYC_D2F940AA88,CUST_0054135E,2024-12-29,Bank Statement,True,Sarah Chen,approved,2029-12-01,
KYC_558DE48EAA,CUST_0054135E,2025-07-07,Proof of Address,True,Robert Johnson,approved,2027-08-24,
KYC_5EE8E63287,CUST_2C1FBDF2,2023-02-14,Passport,True,Lisa Anderson,rejected,2026-01-15,
KYC_6A37B42233,CUST_2C1FBDF2,2023-02-14,Bank Statement,True,William Taylor,approved,2027-03-07,
KYC_858EDA9647,CUST_2C1FBDF2,2023-02-14,Driver License,True,Sarah Chen,rejected,2025-08-06,
KYC_E7F878B250,CUST_2C1FBDF2,2023-12-11,Passport,True,William Taylor,approved,2027-12-26,
KYC_E44D8D5E7F,CUST_2C1FBDF2,2024-08-25,Passport,True,Jessica Martinez,approved,2026-03-12,
KYC_9A132E8C74,CUST_7F90DE26,2023-02-18,Utility Bill,True,William Taylor,pending,2027-03-24,
KYC_6B47436E14,CUST_7F90DE26,2023-02-18,Bank Statement,True,William Taylor,approved,2027-09-25,
KYC_0B78FDE4A4,CUST_7F90DE26,2023-02-18,Passport,True,David Kim,approved,2024-10-02,
KYC_BAA87225D8,CUST_7F90DE26,2024-08-05,Driver License,True,David Kim,approved,2028-02-25,
KYC_30BD601998,CUST_7F90DE26,2025-02-12,Driver License,True,James Wilson,approved,2028-08-17,
KYC_DDC42F713B,CUST_EFA13B5C,2023-11-29,Driver License,True,David Kim,pending,2025-08-25,
KYC_B473BB0287,CUST_EFA13B5C,2023-11-29,Passport,True,James Wilson,approved,2028-07-11,
KYC_74548E4E14,CUST_EFA13B5C,2023-11-29,Utility Bill,True,Emily Thompson,approved,2025-04-07,
KYC_A126E27312,CUST_EFA13B5C,2025-05-01,Bank Statement,True,Emily Thompson,pending,2027-02-10,
KYC_706C1D64D3,CUST_B8336841,2022-09-12,Bank Statement,True,David Kim,approved,2025-06-10,
KYC_5FFA779FEC,CUST_B8336841,2022-09-12,Passport,True,David Kim,approved,2024-10-06,
KYC_3E8756D783,CUST_B8336841,2022-09-12,Utility Bill,True,Robert Johnson,approved,2024-05-20,
KYC_033A32188B,CUST_B8336841,2024-03-05,Passport,False,David Kim,approved,2028-09-15,
KYC_7E67DF0B93,CUST_B8336841,2025-02-16,Passport,True,James Wilson,approved,2027-09-21,
KYC_EA306EF66E,CUST_B8336841,2025-10-10,Bank Statement,True,David Kim,rejected,2028-05-31,
KYC_AFF6747F28,CUST_1BCEB1E5,2022-09-29,Driver License,True,Robert Johnson,rejected,2025-09-08,
KYC_59DD8CF221,CUST_1BCEB1E5,2022-09-29,Utility Bill,True,James Wilson,approved,2026-11-11,
KYC_2076F9D7FE,CUST_1BCEB1E5,2022-09-29,Passport,True,Lisa Anderson,pending,2026-03-29,
KYC_80F5D919A5,CUST_1BCEB1E5,2022-09-29,Bank Statement,True,Jessica Martinez,approved,2026-08-06,
KYC_984534773F,CUST_1BCEB1E5,2023-10-03,Driver License,True,Emily Thompson,expired,2026-09-25,
KYC_9BE0A2DCAA,CUST_1BCEB1E5,2024-07-09,Bank Statement,True,Maria Garcia,approved,2029-02-15,
KYC_14D5B49391,CUST_9D11F207,2023-08-12,Driver License,True,Jessica Martinez,approved,2025-08-11,
KYC_AA0B2A953B,CUST_9D11F207,2023-08-12,Utility Bill,True,Emily Thompson,approved,2027-10-29,
KYC_A90414735E,CUST_9D11F207,2023-08-12,Passport,True,James Wilson,approved,2026-03-31,
KYC_1C52F381ED,CUST_9D11F207,2023-08-12,Bank Statement,True,William Taylor,approved,2028-07-18,
KYC_17E8A51CDD,CUST_9D11F207,2024-12-11,Passport,True,Emily Thompson,approved,2026-11-22,
KYC_9E94136BEE,CUST_9D11F207,2025-10-06,Proof of Address,True,Jessica Martinez,rejected,2028-06-09,
KYC_809E5E5D69,CUST_A45E0875,2023-06-15,Bank Statement,True,Jessica Martinez,approved,2024-08-23,
KYC_7D8BAD97A3,CUST_A45E0875,2023-06-15,Utility Bill,True,Maria Garcia,rejected,2024-09-16,
KYC_BE43B641F5,CUST_A45E0875,2023-06-15,Passport,True,Jessica Martinez,rejected,2026-06-19,
KYC_0797FA94EB,CUST_A45E0875,2023-06-15,Driver License,True,Robert Johnson,approved,2025-04-26,
KYC_39AB40EA40,CUST_A45E0875,2024-05-16,Bank Statement,True,Emily Thompson,approved,2025-06-09,
KYC_3815C6F9E9,CUST_A45E0875,2025-02-04,Proof of Address,True,William Taylor,pending,2028-06-17,
KYC_4AD58F9EC4,CUST_B08167FE,2023-12-19,Bank Statement,True,James Wilson,approved,2027-10-31,
KYC_7AC71F7EE7,CUST_B08167FE,2023-12-19,Driver License,True,Sarah Chen,approved,2027-01-01,
KYC_3340FA19F5,CUST_B08167FE,2023-12-19,Passport,True,Jessica Martinez,approved,2027-05-25,
KYC_E6CAA941D4,CUST_B08167FE,2023-12-19,Utility Bill,True,William Taylor,approved,2026-03-11,
KYC_5048214A73,CUST_B08167FE,2024-12-24,Proof of Address,True,Lisa Anderson,approved,2029-02-24,
KYC_4FCB2B9D7F,CUST_F563D483,2023-03-08,Utility Bill,True,Michael Rodriguez,approved,2024-03-08,
KYC_10AF9C8108,CUST_F563D483,2023-03-08,Driver License,True,William Taylor,approved,2025-06-19,
KYC_E891EA697F,CUST_F563D483,2024-04-11,Driver License,True,Emily Thompson,approved,2029-04-08,
KYC_4A53EEC4D9,CUST_F563D483,2025-07-03,Bank Statement,True,James Wilson,rejected,2027-07-05,
KYC_75B96D6AF1,CUST_98787A26,2022-12-09,Passport,True,Maria Garcia,approved,2025-11-02,
KYC_FB3774527F,CUST_98787A26,2022-12-09,Bank Statement,True,Maria Garcia,approved,2027-11-15,
KYC_A52FCA850D,CUST_98787A26,2024-04-23,Proof of Address,True,Sarah Chen,approved,2025-07-26,
KYC_78B00CA49B,CUST_98787A26,2025-01-10,Passport,True,Emily Thompson,approved,2027-12-07,
KYC_582C0FCB27,CUST_A2D16CDA,2022-11-29,Utility Bill,True,Maria Garcia,approved,2024-01-16,
KYC_35657785EC,CUST_A2D16CDA,2022-11-29,Bank Statement,True,Michael Rodriguez,approved,2027-04-16,
KYC_8A5EF0B5A5,CUST_A2D16CDA,2023-09-02,Proof of Address,True,Jessica Martinez,approved,2027-07-02,
KYC_3D62BCD332,CUST_A2D16CDA,2024-08-22,Passport,True,Lisa Anderson,approved,2028-07-11,
KYC_A2EE8922D8,CUST_A2D16CDA,2025-09-03,Proof of Address,True,Lisa Anderson,approved,2030-03-17,
KYC_A2D43EAA50,CUST_B68C6E8D,2022-03-15,Passport,True,Sarah Chen,approved,2027-02-08,
KYC_2F0C374341,CUST_B68C6E8D,2022-03-15,Driver License,True,Michael Rodriguez,approved,2025-07-29,
KYC_F387DDDEDE,CUST_B68C6E8D,2022-03-15,Utility Bill,True,Maria Garcia,pending,2024-09-21,
KYC_9AE519AC9F,CUST_B68C6E8D,2023-03-28,Passport,True,James Wilson,approved,2026-04-28,
KYC_433D411BB8,CUST_B68C6E8D,2024-02-01,Driver License,True,Michael Rodriguez,approved,2026-04-27,
KYC_69BC0C95BB,CUST_B68C6E8D,2024-10-28,Passport,True,Emily Thompson,rejected,2029-08-19,
KYC_B5E4995F39,CUST_5357AD40,2022-08-29,Passport,True,Jessica Martinez,approved,2027-02-04,
KYC_DD39FD8338,CUST_5357AD40,2022-08-29,Utility Bill,True,David Kim,approved,2023-11-30,
KYC_ABC4411657,CUST_5357AD40,2022-08-29,Bank Statement,True,Jessica Martinez,approved,2027-04-30,
