edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_ACC3C3ED25,CUST_C51687BD,2025-06-25,2025-07-03,Elevated risk score,"Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_B31FFA209D,CUST_C51687BD,2025-07-21,2025-08-31,Source of funds verification required,"Source of wealth verification, External database screening, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,No filing required
EDD_8B131C005C,CUST_C51687BD,2025-08-07,2025-08-27,Source of funds verification required,"Source of wealth verification, Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_C286C812C4,CUST_C51687BD,2025-09-17,2025-10-28,Large value transactions,"Regulatory filing assessment, Source of wealth verification, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_58EB798621,CUST_C51687BD,2025-10-18,,Sanctions screening alert,"Regulatory filing assessment, External database screening, Source of wealth verification, Management review, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_DA61FAD16E,CUST_FDFBA607,2022-04-07,2022-05-14,Geographic risk factors,"External database screening, Source of wealth verification, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,David Kim,No filing required
EDD_CC5CC95727,CUST_FDFBA607,2023-12-12,2024-01-04,PEP association identified,"Regulatory filing assessment, External database screening, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_1D6BF45D24,CUST_FDFBA607,2024-03-17,2024-05-01,Large value transactions,"Regulatory filing assessment, Transaction pattern analysis, Management review, Enhanced document collection, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_DEC0B9E531,CUST_FDFBA607,2024-06-12,2024-07-09,Elevated risk score,"Source of wealth verification, Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection, External database screening, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_FE980089FA,CUST_FDFBA607,2024-09-04,2024-09-28,Large value transactions,"Enhanced document collection, Management review, Beneficial ownership analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Michael Rodriguez,No filing required
EDD_A658FD639E,CUST_FDFBA607,2024-12-10,2025-01-13,Source of funds verification required,"External database screening, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_D80C210FA0,CUST_FDFBA607,2025-03-21,2025-04-14,Sanctions screening alert,"Source of wealth verification, Transaction pattern analysis, Management review, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_B4A94706FC,CUST_FDFBA607,2025-06-19,2025-07-15,PEP association identified,"Transaction pattern analysis, Source of wealth verification, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_10450034CA,CUST_D6AA3B39,2024-03-29,2024-04-05,PEP association identified,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, External database screening",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Jessica Martinez,No filing required
EDD_F0CB8A5B28,CUST_61CB19E9,2024-06-27,2024-07-14,Large value transactions,"Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis, Management review, Regulatory filing assessment, Source of wealth verification",account_closed,EDD investigation completed. Customer account closed.,Robert Johnson,No filing required
EDD_D03C06322E,CUST_61CB19E9,2024-12-21,2025-01-30,Sanctions screening alert,"External database screening, Source of wealth verification, Management review, Enhanced document collection, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_3BD09FBF91,CUST_61CB19E9,2025-06-30,2025-07-31,Source of funds verification required,"External database screening, Source of wealth verification, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_B6754C6CE3,CUST_6F427D02,2022-04-20,2022-05-09,Elevated risk score,"Source of wealth verification, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_62278C3DE0,CUST_6F427D02,2022-05-28,2022-07-04,Source of funds verification required,"Transaction pattern analysis, Source of wealth verification, Management review, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_BD58641603,CUST_6F427D02,2022-06-14,2022-07-09,Sanctions screening alert,"Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Emily Thompson,No filing required
EDD_61A1EE6C85,CUST_6F427D02,2022-07-13,2022-08-25,Large value transactions,"Enhanced document collection, Beneficial ownership analysis, External database screening, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_7E354BF5CB,CUST_6F427D02,2022-11-17,2022-12-18,Source of funds verification required,"Beneficial ownership analysis, Transaction pattern analysis, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_D594DB836D,CUST_6F427D02,2022-12-09,2022-12-30,Sanctions screening alert,"Beneficial ownership analysis, Transaction pattern analysis, Management review, Enhanced document collection, Source of wealth verification, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_1A3D237FD2,CUST_6F427D02,2022-12-31,2023-02-04,Large value transactions,"External database screening, Transaction pattern analysis, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_565C0876D9,CUST_6F427D02,2023-01-21,2023-02-04,PEP association identified,"Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification, External database screening, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_4910E229CB,CUST_6F427D02,2023-02-23,2023-04-08,Geographic risk factors,"Transaction pattern analysis, Regulatory filing assessment, Management review, External database screening, Source of wealth verification",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,David Kim,No filing required
EDD_F7003CBADB,CUST_6F427D02,2023-03-22,2023-04-25,Geographic risk factors,"Management review, Source of wealth verification, Transaction pattern analysis, Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_9F5DB3BAC2,CUST_6F427D02,2023-04-30,2023-05-09,PEP association identified,"Regulatory filing assessment, External database screening, Management review, Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_84703F3C92,CUST_6F427D02,2023-05-22,2023-06-07,Geographic risk factors,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, Management review, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_D934342918,CUST_6F427D02,2023-07-01,2023-08-13,Geographic risk factors,"Beneficial ownership analysis, External database screening, Source of wealth verification, Enhanced document collection, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_56313E37A8,CUST_6F427D02,2023-07-27,2023-08-11,PEP association identified,"External database screening, Regulatory filing assessment, Source of wealth verification, Beneficial ownership analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,SAR Filed
EDD_3B58433952,CUST_6F427D02,2023-08-26,2023-09-05,Elevated risk score,"Source of wealth verification, Transaction pattern analysis, Management review, Beneficial ownership analysis, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_8D39B782C6,CUST_6F427D02,2023-10-07,2023-11-21,Geographic risk factors,"Enhanced document collection, Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis, External database screening, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_BF9CB08D5F,CUST_6F427D02,2023-11-17,2023-12-11,PEP association identified,"Beneficial ownership analysis, Enhanced document collection, Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_D4BEF774A2,CUST_6F427D02,2023-12-21,2024-01-10,Sanctions screening alert,"Management review, External database screening, Source of wealth verification, Transaction pattern analysis, Beneficial ownership analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_8180786572,CUST_6F427D02,2024-02-01,2024-03-12,PEP association identified,"Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_721D230366,CUST_6F427D02,2024-03-03,2024-04-07,Sanctions screening alert,"Beneficial ownership analysis, External database screening, Transaction pattern analysis, Regulatory filing assessment, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_E065B676A8,CUST_6F427D02,2024-04-14,2024-05-25,Sanctions screening alert,"Source of wealth verification, Transaction pattern analysis, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,James Wilson,No filing required
EDD_B3116E37AB,CUST_6F427D02,2024-05-21,2024-06-27,Unusual transaction patterns detected,"External database screening, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_F9D68F875B,CUST_6F427D02,2024-06-07,2024-06-18,Unusual transaction patterns detected,"Regulatory filing assessment, Source of wealth verification, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_223A6AD3E4,CUST_6F427D02,2024-07-22,2024-08-04,Geographic risk factors,"Source of wealth verification, Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_084C42EA54,CUST_6F427D02,2024-09-02,2024-09-17,Large value transactions,"Regulatory filing assessment, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_2F5165FCE4,CUST_6F427D02,2024-10-10,2024-10-29,Sanctions screening alert,"Regulatory filing assessment, External database screening, Enhanced document collection",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Emily Thompson,No filing required
EDD_48227DF6FB,CUST_6F427D02,2024-10-29,2024-11-13,Sanctions screening alert,"Regulatory filing assessment, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_35C332C0C7,CUST_6F427D02,2024-12-09,2025-01-07,Elevated risk score,"Regulatory filing assessment, Management review, External database screening, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_9984DAB9A9,CUST_6F427D02,2025-01-10,2025-01-21,Sanctions screening alert,"Source of wealth verification, Regulatory filing assessment, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,No filing required
EDD_D50B0A8A30,CUST_6F427D02,2025-02-05,2025-03-10,Sanctions screening alert,"Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Management review",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_BC07B840A0,CUST_6F427D02,2025-02-24,2025-04-07,Elevated risk score,"Regulatory filing assessment, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_86F668E5BB,CUST_6F427D02,2025-03-31,2025-04-26,Unusual transaction patterns detected,"External database screening, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_FA35A20558,CUST_6F427D02,2025-04-16,2025-05-24,Sanctions screening alert,"Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Michael Rodriguez,No filing required
EDD_F56DC2C9D5,CUST_6F427D02,2025-05-04,2025-05-18,Geographic risk factors,"Beneficial ownership analysis, Enhanced document collection, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_BA687F1ACD,CUST_6F427D02,2025-05-22,2025-06-10,Source of funds verification required,"Source of wealth verification, Transaction pattern analysis, Management review, Regulatory filing assessment, External database screening, Enhanced document collection",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,William Taylor,No filing required
EDD_F87D9224F0,CUST_6F427D02,2025-06-27,2025-08-07,Large value transactions,"Regulatory filing assessment, Source of wealth verification, Management review, Beneficial ownership analysis, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_7113326962,CUST_6F427D02,2025-07-15,2025-07-29,Sanctions screening alert,"Management review, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_47A05273E4,CUST_6F427D02,2025-08-15,2025-09-24,Geographic risk factors,"Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_2F09D31678,CUST_6F427D02,2025-09-03,2025-10-16,Source of funds verification required,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, Enhanced document collection, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_A082C19420,CUST_6F427D02,2025-09-25,2025-10-08,Unusual transaction patterns detected,"Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_3A3B8E4198,CUST_6F427D02,2025-10-28,,Geographic risk factors,"Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification, External database screening, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_EEF0BC7C41,CUST_003EF7AD,2022-05-20,2022-06-15,PEP association identified,"Transaction pattern analysis, Enhanced document collection, Source of wealth verification, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,William Taylor,SAR Filed
EDD_A2A7966492,CUST_003EF7AD,2022-08-28,2022-09-05,PEP association identified,"Beneficial ownership analysis, Transaction pattern analysis, Enhanced document collection, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_C55248D70F,CUST_003EF7AD,2022-11-18,2022-12-01,Unusual transaction patterns detected,"Management review, Transaction pattern analysis, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,No filing required
EDD_E782EB8A71,CUST_003EF7AD,2023-02-21,2023-03-20,Sanctions screening alert,"Beneficial ownership analysis, Enhanced document collection, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_B56389DFDA,CUST_003EF7AD,2023-05-11,2023-06-08,Source of funds verification required,"Source of wealth verification, Beneficial ownership analysis, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_ED2DA101F0,CUST_003EF7AD,2023-08-01,2023-08-14,Unusual transaction patterns detected,"Enhanced document collection, Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_BA7DE06360,CUST_003EF7AD,2023-10-15,2023-10-28,Large value transactions,"Transaction pattern analysis, External database screening, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,SAR Filed
EDD_42C7A2BDEA,CUST_003EF7AD,2024-01-08,2024-02-15,PEP association identified,"Regulatory filing assessment, Enhanced document collection, External database screening, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_C86E93187E,CUST_003EF7AD,2024-04-10,2024-04-27,Unusual transaction patterns detected,"Beneficial ownership analysis, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_23AFA6716B,CUST_003EF7AD,2024-07-06,2024-07-18,Large value transactions,"Source of wealth verification, Transaction pattern analysis, Management review, Enhanced document collection, External database screening, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_C9492F472C,CUST_003EF7AD,2024-10-13,2024-11-13,Geographic risk factors,"Enhanced document collection, Beneficial ownership analysis, Transaction pattern analysis, External database screening, Regulatory filing assessment, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_6B59029822,CUST_003EF7AD,2025-01-17,2025-02-11,Sanctions screening alert,"Beneficial ownership analysis, Source of wealth verification, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_20FAAA89A4,CUST_003EF7AD,2025-04-05,2025-04-20,Source of funds verification required,"Transaction pattern analysis, Management review, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_50535056C3,CUST_003EF7AD,2025-07-10,2025-08-23,PEP association identified,"Transaction pattern analysis, Beneficial ownership analysis, Enhanced document collection, Management review, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_89A119A8DE,CUST_003EF7AD,2025-10-01,2025-10-28,Geographic risk factors,"Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection, Management review, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_B5B3BA76D8,CUST_349E9069,2025-07-31,2025-08-30,Geographic risk factors,"Regulatory filing assessment, Beneficial ownership analysis, Management review, Enhanced document collection, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_7A905D1EBA,CUST_A9FC61F2,2023-05-18,2023-06-09,PEP association identified,"Enhanced document collection, Regulatory filing assessment, Management review, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_FC8BAA9B84,CUST_A9FC61F2,2023-11-01,2023-12-05,Unusual transaction patterns detected,"Management review, Transaction pattern analysis, Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_01B16E62AB,CUST_A9FC61F2,2025-02-17,2025-04-03,Large value transactions,"Source of wealth verification, Beneficial ownership analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_70712BDBEF,CUST_A9FC61F2,2025-05-21,2025-06-21,Source of funds verification required,"Enhanced document collection, Source of wealth verification, Beneficial ownership analysis, Management review, Regulatory filing assessment, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_444AD2D979,CUST_A9FC61F2,2025-09-03,2025-10-18,Geographic risk factors,"Regulatory filing assessment, Management review, Transaction pattern analysis, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_BF9583629A,CUST_9EB2BC8D,2022-05-06,2022-05-13,Elevated risk score,"Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_342A85EE19,CUST_9EB2BC8D,2022-07-25,2022-08-27,Unusual transaction patterns detected,"External database screening, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_799CA14808,CUST_9EB2BC8D,2022-10-15,2022-10-30,Sanctions screening alert,"Source of wealth verification, Regulatory filing assessment, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_1C7E96FAB4,CUST_9EB2BC8D,2023-01-13,2023-01-30,Geographic risk factors,"Transaction pattern analysis, Source of wealth verification, Management review, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_0CB9A1C5E5,CUST_9EB2BC8D,2023-04-18,2023-05-24,Large value transactions,"Regulatory filing assessment, Enhanced document collection, Management review, External database screening, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_DD0DD5F0C8,CUST_9EB2BC8D,2023-07-31,2023-09-11,PEP association identified,"Source of wealth verification, Beneficial ownership analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_F99B64BDAF,CUST_9EB2BC8D,2023-11-08,2023-11-25,Sanctions screening alert,"External database screening, Management review, Regulatory filing assessment, Beneficial ownership analysis, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_6F9DA07AA4,CUST_9EB2BC8D,2024-02-12,2024-03-10,Elevated risk score,"Regulatory filing assessment, External database screening, Transaction pattern analysis, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_A17AA00224,CUST_9EB2BC8D,2024-05-03,2024-06-02,Sanctions screening alert,"Source of wealth verification, External database screening, Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_5C1C8A1273,CUST_9EB2BC8D,2025-05-11,2025-05-30,Sanctions screening alert,"Source of wealth verification, Management review, Transaction pattern analysis, External database screening, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,SAR Filed
EDD_A6C3133CD2,CUST_9EB2BC8D,2025-08-06,2025-09-03,Source of funds verification required,"Management review, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_14D98D92D2,CUST_760A8C60,2023-05-30,2023-07-02,Elevated risk score,"Transaction pattern analysis, Enhanced document collection, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,SAR Filed
EDD_6C452F1562,CUST_760A8C60,2023-08-25,2023-09-08,Sanctions screening alert,"Beneficial ownership analysis, Management review, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_6EAC06DAB0,CUST_760A8C60,2023-11-17,2023-12-09,Geographic risk factors,"Transaction pattern analysis, Management review, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,SAR Filed
EDD_F75A7693E6,CUST_760A8C60,2024-01-31,2024-03-05,Large value transactions,"Source of wealth verification, Regulatory filing assessment, Management review, External database screening, Transaction pattern analysis, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_1AE618CE4C,CUST_760A8C60,2024-05-05,2024-06-15,Source of funds verification required,"External database screening, Management review, Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_0CD904C15E,CUST_760A8C60,2024-08-16,2024-09-22,Source of funds verification required,"Regulatory filing assessment, Management review, Source of wealth verification, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_075B780669,CUST_760A8C60,2024-11-14,2024-11-29,Large value transactions,"Enhanced document collection, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_4744A23DE8,CUST_760A8C60,2025-02-22,2025-03-29,Source of funds verification required,"Transaction pattern analysis, External database screening, Beneficial ownership analysis, Regulatory filing assessment, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_93E1C2FE4F,CUST_760A8C60,2025-05-09,2025-06-16,Large value transactions,"Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_65C40F9517,CUST_760A8C60,2025-08-06,2025-08-20,Sanctions screening alert,"Management review, Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_B087F09A3F,CUST_760A8C60,2025-10-22,,Sanctions screening alert,"Source of wealth verification, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_AFB142575E,CUST_D6D4906B,2025-06-05,2025-06-28,Elevated risk score,"Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment, Management review",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_8003B53C56,CUST_F279F77C,2023-04-07,2023-04-29,Elevated risk score,"Regulatory filing assessment, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_B455C6F381,CUST_F279F77C,2024-09-14,2024-10-22,Large value transactions,"Source of wealth verification, Regulatory filing assessment, Enhanced document collection, Management review, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_08345D639D,CUST_F279F77C,2025-03-26,2025-05-02,Unusual transaction patterns detected,"Management review, Transaction pattern analysis, Source of wealth verification, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_358A486A87,CUST_F279F77C,2025-07-03,2025-07-12,Unusual transaction patterns detected,"Management review, Regulatory filing assessment, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_49F72314B2,CUST_F279F77C,2025-09-29,2025-10-07,Geographic risk factors,"Management review, Beneficial ownership analysis, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_64849FDEFC,CUST_23A81D22,2024-11-28,2024-12-09,Source of funds verification required,"Beneficial ownership analysis, Management review, External database screening, Regulatory filing assessment, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_338A2C3DCB,CUST_23A81D22,2025-04-30,2025-05-15,Large value transactions,"Management review, Beneficial ownership analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_573697B992,CUST_D57BEEE5,2022-10-18,2022-11-14,Sanctions screening alert,"Transaction pattern analysis, Management review, External database screening, Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Lisa Anderson,No filing required
EDD_E9C0C7BF40,CUST_D57BEEE5,2024-12-13,2025-01-12,Source of funds verification required,"Source of wealth verification, External database screening, Enhanced document collection, Transaction pattern analysis, Regulatory filing assessment, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_C20C5595E0,CUST_D57BEEE5,2025-03-22,2025-04-15,Large value transactions,"Regulatory filing assessment, External database screening, Enhanced document collection, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_DC6EE8A589,CUST_D57BEEE5,2025-06-27,2025-07-08,PEP association identified,"Beneficial ownership analysis, Management review, External database screening, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Michael Rodriguez,No filing required
